111 t5 t2 .	111 111 100	0 1 2 3
100 t1 t3 .	100 011 100	0 1 2 3
000 t5 t4 .	000 001 100	0 1 2 3
101 t2 t3 .	101 011 100	0 1 2 3
100 t4 t1 .	100 111 100	0 1 2 3
110 t6 t1 .	110 001 001	0 1 2 3
100 t5 t4 .	100 101 001	0 1 2 3
111 t3 t6 .	111 110 001	0 1 2 3
101 t4 t2 .	101 001 001	0 1 2 3
000 t4 t5 .	000 000 001	0 1 2 3
000 t4 t6 .	000 000 011	0 1 2 3
110 t2 t6 .	110 000 011	0 1 2 3
011 t3 t3 .	011 100 011	0 1 2 3
111 t6 t3 .	111 100 011	0 1 2 3
100 t2 t5 .	100 110 011	0 1 2 3
011 t4 t1 .	011 101 000	0 1 2 3
101 t6 t4 .	101 000 000	0 1 2 3
000 t1 t2 .	000 110 000	0 1 2 3
100 t5 t6 .	100 101 000	0 1 2 3
111 t3 t2 .	111 110 000	0 1 2 3
101 t5 t1 .	101 010 101	0 1 2 3
001 t6 t1 .	001 010 101	0 1 2 3
000 t5 t3 .	000 001 101	0 1 2 3
101 t2 t4 .	101 011 101	0 1 2 3
000 t6 t4 .	000 011 101	0 1 2 3
111 t4 t2 .	111 011 111	0 1 2 3
011 t3 t4 .	011 100 111	0 1 2 3
100 t3 t2 .	100 011 111	0 1 2 3
101 t3 t3 .	101 000 111	0 1 2 3
001 t4 t4 .	001 100 111	0 1 2 3
010 t4 t5 .	010 010 110	0 1 2 3
111 t2 t6 .	111 100 110	0 1 2 3
111 t2 t2 .	111 100 110	0 1 2 3
011 t3 t6 .	011 100 110	0 1 2 3
110 t4 t4 .	110 110 110	0 1 2 3
001 t6 t2 .	001 010 010	0 1 2 3
010 t2 t2 .	010 010 010	0 1 2 3
001 t3 t5 .	001 101 010	0 1 2 3
010 t3 t4 .	010 010 010	0 1 2 3
000 t5 t6 .	000 001 010	0 1 2 3
