110 t3 t1 .	110 001 001	0 1 2 3
000 t3 t1 .	000 111 100	0 1 2 3
011 t3 t1 .	011 100 011	0 1 2 3
001 t3 t1 .	001 101 000	0 1 2 3
100 t3 t1 .	100 011 010	0 1 2 3
010 t3 t1 .	010 010 101	0 1 2 3
101 t6 t6 .	101 000 011	0 1 2 3
011 t6 t6 .	011 111 100	0 1 2 3
010 t6 t6 .	010 101 000	0 1 2 3
001 t6 t6 .	001 010 101	0 1 2 3
000 t6 t6 .	000 011 111	0 1 2 3
100 t6 t6 .	100 110 001	0 1 2 3
000 t5 t5 .	000 001 000	0 1 2 3
110 t5 t5 .	110 011 100	0 1 2 3
111 t5 t5 .	111 111 111	0 1 2 3
001 t5 t5 .	001 000 001	0 1 2 3
100 t5 t5 .	100 101 010	0 1 2 3
011 t5 t5 .	011 100 101	0 1 2 3
110 t1 t6 .	110 111 100	0 1 2 3
010 t1 t6 .	010 101 000	0 1 2 3
111 t1 t6 .	111 100 110	0 1 2 3
100 t1 t6 .	100 011 111	0 1 2 3
011 t1 t6 .	011 010 101	0 1 2 3
101 t1 t6 .	101 000 011	0 1 2 3
111 t1 t4 .	111 100 111	0 1 2 3
110 t1 t4 .	110 111 011	0 1 2 3
010 t1 t4 .	010 101 001	0 1 2 3
000 t1 t4 .	000 110 110	0 1 2 3
011 t1 t4 .	011 010 010	0 1 2 3
100 t1 t4 .	100 011 101	0 1 2 3
111 t1 t5 .	111 100 101	0 1 2 3
011 t1 t5 .	011 010 110	0 1 2 3
001 t1 t5 .	001 001 000	0 1 2 3
000 t1 t5 .	000 110 011	0 1 2 3
110 t1 t5 .	110 111 111	0 1 2 3
100 t1 t5 .	100 011 100	0 1 2 3
100 t1 t1 .	100 011 010	0 1 2 3
010 t1 t1 .	010 101 000	0 1 2 3
000 t1 t1 .	000 110 111	0 1 2 3
011 t1 t1 .	011 010 101	0 1 2 3
111 t1 t1 .	111 100 011	0 1 2 3
001 t1 t1 .	001 001 001	0 1 2 3
111 t4 t3 .	111 011 100	0 1 2 3
011 t4 t3 .	011 101 000	0 1 2 3
000 t4 t3 .	000 000 111	0 1 2 3
101 t4 t3 .	101 001 101	0 1 2 3
001 t4 t3 .	001 100 011	0 1 2 3
110 t4 t3 .	110 110 001	0 1 2 3
111 t3 t1 .	111 110 111	0 1 2 3
101 t3 t1 .	101 000 110	0 1 2 3
111 t6 t6 .	111 100 110	0 1 2 3
110 t6 t6 .	110 001 010	0 1 2 3
101 t5 t5 .	101 010 110	0 1 2 3
010 t5 t5 .	010 110 011	0 1 2 3
001 t1 t6 .	001 001 010	0 1 2 3
000 t1 t6 .	000 110 001	0 1 2 3
001 t1 t4 .	001 001 100	0 1 2 3
101 t1 t4 .	101 000 000	0 1 2 3
010 t1 t5 .	010 101 010	0 1 2 3
101 t1 t5 .	101 000 001	0 1 2 3
110 t1 t1 .	110 111 100	0 1 2 3
101 t1 t1 .	101 000 110	0 1 2 3
010 t4 t3 .	010 010 010	0 1 2 3
100 t4 t3 .	100 111 110	0 1 2 3
