101 t1 t5 t5 t3 t6 t3 t1 t3 t4 t2	101 000 001 000 111 100 011 010 010 010 010
011 t1 t5 t5 t3 t6 t3 t1 t3 t4 t2	011 010 110 011 100 110 001 001 101 001 001
000 t1 t5 t5 t3 t6 t3 t1 t3 t4 t2	000 110 011 100 011 111 110 111 110 110 000
001 t1 t5 t5 t3 t6 t3 t1 t3 t4 t2	001 001 000 001 101 000 111 100 011 101 011
100 t6 t6 t2 t1 t5 t3 t3 t6 t2 t6	100 110 001 001 001 000 111 110 001 001 010
000 t6 t6 t2 t1 t5 t3 t3 t6 t2 t6	000 011 111 100 011 100 011 100 110 000 011
011 t6 t6 t2 t1 t5 t3 t3 t6 t2 t6	011 111 100 110 111 111 110 001 010 010 101
010 t6 t6 t2 t1 t5 t3 t3 t6 t2 t6	010 101 000 101 000 001 101 000 011 111 100
000 t5 t6 t5 t1 t1 t5 t5 t4 t4 t3	000 001 010 110 111 100 101 010 010 010 010
001 t5 t6 t5 t1 t1 t5 t5 t4 t4 t3	001 000 011 100 011 010 110 011 101 001 101
110 t5 t6 t5 t1 t1 t5 t5 t4 t4 t3	110 011 111 111 100 011 100 101 001 100 011
100 t5 t6 t5 t1 t1 t5 t5 t4 t4 t3	100 101 000 001 001 001 000 001 100 111 110
110 t4 t1 t5 t2 t1 t4 t5 t4 t1 t6	110 110 111 111 100 011 101 010 010 101 000
001 t4 t1 t5 t2 t1 t4 t5 t4 t1 t6	001 100 011 100 110 111 011 100 111 100 110
010 t4 t1 t5 t2 t1 t4 t5 t4 t1 t6	010 010 101 010 010 101 001 000 000 110 001
111 t4 t1 t5 t2 t1 t4 t5 t4 t1 t6	111 011 010 110 000 110 110 011 101 000 011
110 t6 t2 t5 t6 t2 t5 t1 t6 t3 t2	110 001 001 000 011 111 111 100 110 001 001
001 t6 t2 t5 t6 t2 t5 t1 t6 t3 t2	001 010 010 110 001 001 000 110 001 101 011
000 t6 t2 t5 t6 t2 t5 t1 t6 t3 t2	000 011 111 111 100 110 011 010 101 000 101
