110 t3 t1	110 001 001
000 t3 t1	000 111 100
011 t3 t1	011 100 011
001 t3 t1	001 101 000
100 t3 t1	100 011 010
010 t3 t1	010 010 101
101 t6 t6	101 000 011
011 t6 t6	011 111 100
010 t6 t6	010 101 000
001 t6 t6	001 010 101
000 t6 t6	000 011 111
100 t6 t6	100 110 001
000 t5 t5	000 001 000
110 t5 t5	110 011 100
111 t5 t5	111 111 111
001 t5 t5	001 000 001
100 t5 t5	100 101 010
011 t5 t5	011 100 101
110 t1 t6	110 111 100
010 t1 t6	010 101 000
111 t1 t6	111 100 110
100 t1 t6	100 011 111
011 t1 t6	011 010 101
101 t1 t6	101 000 011
111 t1 t4	111 100 111
110 t1 t4	110 111 011
010 t1 t4	010 101 001
000 t1 t4	000 110 110
011 t1 t4	011 010 010
100 t1 t4	100 011 101
111 t1 t5	111 100 101
011 t1 t5	011 010 110
001 t1 t5	001 001 000
000 t1 t5	000 110 011
110 t1 t5	110 111 111
100 t1 t5	100 011 100
100 t1 t1	100 011 010
010 t1 t1	010 101 000
000 t1 t1	000 110 111
011 t1 t1	011 010 101
111 t1 t1	111 100 011
001 t1 t1	001 001 001
111 t4 t3	111 011 100
011 t4 t3	011 101 000
000 t4 t3	000 000 111
101 t4 t3	101 001 101
001 t4 t3	001 100 011
110 t4 t3	110 110 001
111 t3 t1	111 110 111
101 t3 t1	101 000 110
111 t6 t6	111 100 110
110 t6 t6	110 001 010
101 t5 t5	101 010 110
010 t5 t5	010 110 011
001 t1 t6	001 001 010
000 t1 t6	000 110 001
001 t1 t4	001 001 100
101 t1 t4	101 000 000
010 t1 t5	010 101 010
101 t1 t5	101 000 001
110 t1 t1	110 111 100
101 t1 t1	101 000 110
010 t4 t3	010 010 010
100 t4 t3	100 111 110
