101 t3 t1 .	101 000 110	0 1 2 3
101 t5 t5 .	101 010 110	0 1 2 3
011 t3 t6 .	011 100 110	0 1 2 3
011 t5 t6 .	011 100 110	0 1 2 3
000 t1 t4 .	000 110 110	0 1 2 3
100 t5 t6 .	100 101 000	0 1 2 3
010 t6 t1 .	010 101 000	0 1 2 3
110 t4 t2 .	110 110 000	0 1 2 3
000 t2 t1 .	000 101 000	0 1 2 3
110 t3 t5 .	110 001 000	0 1 2 3
001 t4 t4 .	001 100 111	0 1 2 3
100 t4 t5 .	100 111 111	0 1 2 3
101 t2 t2 .	101 011 111	0 1 2 3
111 t4 t2 .	111 011 111	0 1 2 3
111 t3 t1 .	111 110 111	0 1 2 3
000 t6 t5 .	000 011 100	0 1 2 3
011 t6 t2 .	011 111 100	0 1 2 3
000 t3 t6 .	000 111 100	0 1 2 3
110 t1 t6 .	110 111 100	0 1 2 3
011 t6 t6 .	011 111 100	0 1 2 3
000 t6 t1 .	000 011 010	0 1 2 3
111 t4 t1 .	111 011 010	0 1 2 3
010 t2 t4 .	010 010 010	0 1 2 3
110 t5 t1 .	110 011 010	0 1 2 3
101 t4 t6 .	101 001 010	0 1 2 3
100 t2 t3 .	100 110 001	0 1 2 3
110 t4 t6 .	110 110 001	0 1 2 3
101 t4 t1 .	101 001 001	0 1 2 3
110 t6 t2 .	110 001 001	0 1 2 3
101 t6 t5 .	101 000 001	0 1 2 3
001 t4 t5 .	001 100 101	0 1 2 3
001 t6 t6 .	001 010 101	0 1 2 3
101 t5 t1 .	101 010 101	0 1 2 3
011 t1 t1 .	011 010 101	0 1 2 3
101 t4 t3 .	101 001 101	0 1 2 3
001 t4 t3 .	001 100 011	0 1 2 3
101 t1 t6 .	101 000 011	0 1 2 3
111 t2 t1 .	111 100 011	0 1 2 3
110 t2 t6 .	110 000 011	0 1 2 3
000 t2 t2 .	000 101 011	0 1 2 3
