000 t4 t3	000 000 111
010 t5 t1	010 110 111
100 t3 t6	100 011 111
000 t1 t1	000 110 111
111 t1 t4	111 100 111
100 t5 t2	100 101 011
111 t2 t1	111 100 011
111 t5 t4	111 111 011
000 t1 t5	000 110 011
001 t3 t2	001 101 011
010 t6 t5	010 101 010
001 t6 t3	001 010 010
110 t6 t6	110 001 010
100 t3 t1	100 011 010
010 t4 t2	010 010 010
111 t3 t4	111 110 110
111 t5 t3	111 111 110
100 t2 t4	100 110 110
111 t1 t2	111 100 110
101 t6 t1	101 000 110
101 t4 t1	101 001 001
001 t3 t4	001 101 001
010 t1 t4	010 101 001
100 t2 t3	100 110 001
100 t2 t6	100 110 001
101 t3 t2	101 000 101
010 t4 t6	010 010 101
001 t2 t3	001 001 101
001 t6 t1	001 010 101
110 t2 t2	110 000 101
011 t4 t1	011 101 000
110 t4 t2	110 110 000
010 t1 t1	010 101 000
100 t5 t3	100 101 000
010 t6 t3	010 101 000
000 t6 t5	000 011 100
110 t5 t5	110 011 100
100 t3 t3	100 011 100
000 t3 t1	000 111 100
111 t5 t2	111 111 100
